"","regulatory regions","TF motif","motif score","Target_gene"
"1351","chr6_115123003_115123894_Pparg","RORB",13.2891525622148,"Pparg"
"1352","chr18_5817539_5818092_Zeb1","RORB",13.4354400799579,"Zeb1"
"1353","chr2_168737607_168738516_Nfatc2","RORB",12.3218295506695,"Nfatc2"
"1354","chr2_168632989_168633717_Nfatc2","RORB",13.8684444043489,"Nfatc2"
"1355","chr3_99174692_99175588_Tbx15","RORB",13.0536464055983,"Tbx15"
"1356","chr12_85684283_85685151_Fos","RORB",11.5642461606712,"Fos"
"1357","chr16_30066568_30067446_Hes1","RORB",12.6731724512928,"Hes1"
"1358","chr16_30008537_30009411_Hes1","RORB",13.0792085612873,"Hes1"
"1359","chr17_86537064_86537781_Epas1","RORB",14.0729170487776,"Epas1"
"1360","chr17_86532745_86533532_Epas1","RORB",11.7202097031948,"Epas1"
"1361","chr19_28776635_28777530_Glis3","RORB",11.8223129518168,"Glis3"
"1362","chr2_75772323_75773240_Nfe2l2","RORB",12.891321494596,"Nfe2l2"
"1363","chr4_95187873_95188784_Jun","RORB",12.5943452344732,"Jun"
"1364","chr9_20992954_20993843_Icam1","RORB",11.864660950523,"Icam1"
"1365","chr1_39190810_39191591_Npas2","TCF7L1",11.7701879858191,"Npas2"
"1366","chr1_39313434_39314370_Npas2","TCF7L1",13.5183795986554,"Npas2"
"1367","chr1_39317682_39318597_Npas2","TCF7L1",11.5346599365729,"Npas2"
"1368","chr1_39398909_39399752_Npas2","TCF7L1",10.9119424112725,"Npas2"
"1369","chr1_85828734_85829649_Sp100","TCF7L1",11.3068633901447,"Sp100"
"1370","chr10_42088784_42089626_Foxo3","TCF7L1",15.4568824946762,"Foxo3"
"1371","chr14_16554033_16554940_Rarb","TCF7L1",11.2381109076852,"Rarb"
"1372","chr14_16515605_16516544_Rarb","TCF7L1",14.2135371747882,"Rarb"
"1373","chr15_36993232_36994148_Grhl2","TCF7L1",12.4795225721642,"Grhl2"
"1374","chr16_92656525_92657434_Runx1","TCF7L1",12.4859978993908,"Runx1"
"1375","chr2_103209362_103210278_Ehf","TCF7L1",11.9125010712017,"Ehf"
"1376","chr2_103325053_103325954_Ehf","TCF7L1",13.2714543918666,"Ehf"
"1377","chr2_103423791_103424342_Ehf","TCF7L1",15.4309561368256,"Ehf"
"1378","chr4_82915249_82916134_Nfib","TCF7L1",12.8929850181217,"Nfib"
"1379","chr4_97714290_97715186_Nfia","TCF7L1",15.3291494083896,"Nfia"
"1380","chr5_77154662_77155534_Rest","TCF7L1",11.3179229177456,"Rest"
"1381","chr5_77383954_77384814_Rest","TCF7L1",17.3932797458093,"Rest"
"1382","chr5_77398029_77398943_Rest","TCF7L1",10.804524871348,"Rest"
"1383","chr5_77369055_77369962_Rest","TCF7L1",10.4103333628067,"Rest"
"1384","chr5_136445722_136446635_Cux1","TCF7L1",10.6260359965996,"Cux1"
"1385","chr6_72724162_72725042_Tcf7l1","TCF7L1",10.7785600143615,"Tcf7l1"
"1386","chr6_144647930_144648811_Sox5","TCF7L1",11.4895306288223,"Sox5"
"1387","chr7_112717521_112718419_Tead1","TCF7L1",12.3379930018287,"Tead1"
"1388","chr8_84698613_84699509_Nfix","TCF7L1",10.3775220152345,"Nfix"
"1389","chr8_84656569_84657470_Nfix","TCF7L1",10.434085524623,"Nfix"
"1390","chr9_63664701_63665626_Smad3","TCF7L1",10.5329841060722,"Smad3"
"1391","chr10_57499390_57500288_Hsf2","TCF7L1",11.5982895553892,"Hsf2"
"1392","chr10_87280230_87281130_Ascl1","TCF7L1",15.4645806908184,"Ascl1"
"1393","chr12_73098267_73099194_Six4","TCF7L1",11.1172513608162,"Six4"
"1394","chr12_73035322_73036124_Six4","TCF7L1",17.3932797458093,"Six4"
"1395","chr12_73103531_73104403_Six4","TCF7L1",10.5746734488013,"Six4"
"1396","chr16_42674717_42675629_Zbtb20","TCF7L1",14.6726780897811,"Zbtb20"
"1397","chr19_41454746_41455649_Lcor","TCF7L1",10.2466934248422,"Lcor"
"1398","chr5_122287913_122288777_Cux2","TCF7L1",10.6920066107825,"Cux2"
"1399","chr9_37359292_37359984_Pknox2","TCF7L1",11.5395650748357,"Pknox2"
"1400","chr1_168334656_168335541_Pbx1","TCF7L1",11.2946670430545,"Pbx1"
"1401","chr9_32708172_32708971_Ets1","TCF7L1",11.169863497432,"Ets1"
"1402","chr9_32629408_32630231_Ets1","TCF7L1",21.537591492581,"Ets1"
"1403","chr9_44802647_44803566_Kmt2a","TCF7L1",11.1207321671827,"Kmt2a"
"1404","chr9_45059894_45060757_Kmt2a","TCF7L1",14.2930156223359,"Kmt2a"
"1405","chr12_73035322_73036124_Six1","TCF7L1",17.3932797458093,"Six1"
"1406","chr12_73098267_73099194_Six1","TCF7L1",11.1172513608162,"Six1"
"1407","chr12_73103531_73104403_Six1","TCF7L1",10.5746734488013,"Six1"
"1408","chr15_50974569_50975454_Trps1","TCF7L1",13.2072435812247,"Trps1"
"1409","chr18_5414146_5415055_Zeb1","TCF7L1",11.8877291977366,"Zeb1"
"1410","chr2_115817645_115818554_Meis2","TCF7L1",11.8711411200285,"Meis2"
"1411","chr2_168545435_168546324_Nfatc2","TCF7L1",10.5746734488013,"Nfatc2"
"1412","chr2_168632989_168633717_Nfatc2","TCF7L1",14.1668609320104,"Nfatc2"
"1413","chr3_99142481_99143310_Tbx15","TCF7L1",11.8558734831228,"Tbx15"
"1414","chr7_116179517_116180410_Sox6","TCF7L1",10.6917805783374,"Sox6"
"1415","chr10_128204302_128205046_Stat2","TCF7L1",12.871919993955,"Stat2"
"1416","chr16_30060160_30061037_Hes1","TCF7L1",10.804524871348,"Hes1"
"1417","chr19_28850224_28851133_Glis3","TCF7L1",12.366376945914,"Glis3"
"1418","chr19_28827509_28828404_Glis3","TCF7L1",10.5260203167082,"Glis3"
"1419","chr19_28621360_28622273_Glis3","TCF7L1",10.3814303068227,"Glis3"
"1420","chr2_75776782_75777687_Nfe2l2","TCF7L1",10.2920625503758,"Nfe2l2"
"1421","chr2_75633331_75634240_Nfe2l2","TCF7L1",11.4010988048263,"Nfe2l2"
"1422","chr4_95153597_95154500_Jun","TCF7L1",11.6779093739884,"Jun"
"1423","chr4_94854077_94854968_Jun","TCF7L1",15.744947328462,"Jun"
"1424","chr4_95192815_95193731_Jun","TCF7L1",12.300960636618,"Jun"
"1425","chr9_20992954_20993843_Icam1","TCF7L1",14.7224251605945,"Icam1"
"1426","chr10_43517765_43518555_Cd24a","TCF7L1",13.4922914929543,"Cd24a"
"1427","chr17_87501688_87502610_Epcam","TCF7L1",10.7785600143615,"Epcam"
"1428","chr19_55741208_55742064_Tcf7l2","TCF7L1",15.2055056166986,"Tcf7l2"
"1429","chr2_116065357_116066261_Meis2","TCF7L1",10.5283663430093,"Meis2"
"1430","chr1_39260706_39261617_Npas2","BACH2",17.0130195206003,"Npas2"
"1431","chr10_42107235_42108102_Foxo3","BACH2",14.1326391918212,"Foxo3"
"1432","chr10_42088784_42089626_Foxo3","BACH2",11.4920193900794,"Foxo3"
"1433","chr10_42269099_42269997_Foxo3","BACH2",8.72085177638776,"Foxo3"
"1434","chr12_35291592_35292512_Ahr","BACH2",8.97136146720476,"Ahr"
"1435","chr14_17414087_17414969_Thrb","BACH2",14.1133650382691,"Thrb"
"1436","chr16_92823409_92824267_Runx1","BACH2",10.1984127837302,"Runx1"
"1437","chr19_55865415_55866340_Tcf7l2","BACH2",9.01461154040821,"Tcf7l2"
"1438","chr2_103238780_103239671_Ehf","BACH2",19.4858953618978,"Ehf"
"1439","chr3_135521727_135522633_Nfkb1","BACH2",20.3886987566823,"Nfkb1"
"1440","chr3_135527501_135528395_Nfkb1","BACH2",15.3548828874332,"Nfkb1"
"1441","chr3_135498684_135499573_Nfkb1","BACH2",11.7993748931945,"Nfkb1"
"1442","chr3_135731143_135732018_Nfkb1","BACH2",13.293808715677,"Nfkb1"
"1443","chr4_82470275_82471067_Nfib","BACH2",10.0538146889187,"Nfib"
"1444","chr4_82884683_82885504_Nfib","BACH2",8.55301256596282,"Nfib"
"1445","chr5_77192977_77193828_Rest","BACH2",9.55882877092823,"Rest"
"1446","chr5_136394557_136395437_Cux1","BACH2",10.2164643035037,"Cux1"
"1447","chr7_112717521_112718419_Tead1","BACH2",19.8132721115545,"Tead1"
"1448","chr1_190155707_190156574_Prox1","BACH2",13.254584914088,"Prox1"
"1449","chr12_27393195_27393892_Sox11","BACH2",8.89002148672775,"Sox11"
"1450","chr16_42674717_42675629_Zbtb20","BACH2",9.71073151646411,"Zbtb20"
"1451","chr16_42745928_42746804_Zbtb20","BACH2",8.14374886061287,"Zbtb20"
"1452","chr16_50594630_50595552_Bbx","BACH2",14.722303118212,"Bbx"
"1453","chr16_50673146_50674060_Bbx","BACH2",21.9867654897452,"Bbx"
"1454","chr19_41454746_41455649_Lcor","BACH2",12.7144771849061,"Lcor"
"1455","chr5_122287913_122288777_Cux2","BACH2",14.034822915769,"Cux2"
"1456","chr5_122268894_122269786_Cux2","BACH2",12.8433956901178,"Cux2"
"1457","chr9_49874839_49875654_Ncam1","BACH2",14.4278110443877,"Ncam1"
"1458","chr12_73755361_73756255_Hif1a","BACH2",13.3499750624413,"Hif1a"
"1459","chr8_76912568_76913416_Nr3c2","BACH2",8.46632674816266,"Nr3c2"
"1460","chr9_32708172_32708971_Ets1","BACH2",9.89747001156711,"Ets1"
"1461","chr9_32629408_32630231_Ets1","BACH2",9.06750975381302,"Ets1"
"1462","chr9_32730366_32731258_Ets1","BACH2",8.53805191616908,"Ets1"
"1463","chr9_45042191_45043008_Kmt2a","BACH2",13.3055670114323,"Kmt2a"
"1464","chr2_33555240_33556117_Lmx1b","BACH2",9.14490208137445,"Lmx1b"
"1465","chr2_115923076_115923981_Meis2","BACH2",11.0570595682902,"Meis2"
"1466","chr2_168737607_168738516_Nfatc2","BACH2",10.622643619027,"Nfatc2"
"1467","chr3_99187807_99188622_Tbx15","BACH2",9.76945431525678,"Tbx15"
"1468","chr7_116179517_116180410_Sox6","BACH2",8.01432592440651,"Sox6"
"1469","chr16_87665124_87665986_Bach1","BACH2",18.4192706035692,"Bach1"
"1470","chr16_87602542_87603436_Bach1","BACH2",12.0019783186618,"Bach1"
"1471","chr2_75621877_75622796_Nfe2l2","BACH2",8.4444391352659,"Nfe2l2"
"1472","chr4_32179519_32180418_Bach2","BACH2",8.08745295173368,"Bach2"
"1473","chr4_95187873_95188784_Jun","BACH2",11.8900408510466,"Jun"
"1474","chr4_95143403_95144287_Jun","BACH2",8.44931018011505,"Jun"
"1475","chr10_43517765_43518555_Cd24a","BACH2",9.55477659105707,"Cd24a"
"1476","chr10_43783036_43783953_Cd24a","BACH2",12.7639679888173,"Cd24a"
"1477","chr17_87609379_87610239_Epcam","BACH2",9.34466811977221,"Epcam"
"1478","chr1_39317682_39318597_Npas2","NR6A1",11.3669703019061,"Npas2"
"1479","chr1_52021762_52022669_Stat1","NR6A1",11.7549350417366,"Stat1"
"1480","chr10_42139506_42140414_Foxo3","NR6A1",12.6299430822702,"Foxo3"
"1481","chr14_16515605_16516544_Rarb","NR6A1",12.8067126388299,"Rarb"
"1482","chr16_92656525_92657434_Runx1","NR6A1",11.2332954923669,"Runx1"
"1483","chr2_103325053_103325954_Ehf","NR6A1",11.357143172719,"Ehf"
"1484","chr3_135885882_135886652_Nfkb1","NR6A1",11.0134662320789,"Nfkb1"
"1485","chr3_135498684_135499573_Nfkb1","NR6A1",15.4294676319363,"Nfkb1"
"1486","chr3_135731143_135732018_Nfkb1","NR6A1",12.2899027231018,"Nfkb1"
"1487","chr4_82470275_82471067_Nfib","NR6A1",11.242886941225,"Nfib"
"1488","chr5_77383954_77384814_Rest","NR6A1",11.0031745861548,"Rest"
"1489","chr5_136394557_136395437_Cux1","NR6A1",13.6198803784075,"Cux1"
"1490","chr5_136393345_136394088_Cux1","NR6A1",12.5965453551554,"Cux1"
"1491","chr5_136608545_136609459_Cux1","NR6A1",12.8446632644854,"Cux1"
"1492","chr5_136445722_136446635_Cux1","NR6A1",14.4666580006162,"Cux1"
"1493","chr6_72778755_72779645_Tcf7l1","NR6A1",10.766547311823,"Tcf7l1"
"1494","chr8_84698613_84699509_Nfix","NR6A1",11.9250356641637,"Nfix"
"1495","chr9_63715869_63716786_Smad3","NR6A1",11.9809746228579,"Smad3"
"1496","chr12_27393195_27393892_Sox11","NR6A1",13.5980868369318,"Sox11"
"1497","chr12_73103531_73104403_Six4","NR6A1",14.6447495109843,"Six4"
"1498","chr12_73012235_73013148_Six4","NR6A1",11.9988338402919,"Six4"
"1499","chr19_41495286_41496179_Lcor","NR6A1",12.1628066373476,"Lcor"
"1500","chr5_121809416_121810283_Cux2","NR6A1",10.6709821661074,"Cux2"
"1501","chr9_49874839_49875654_Ncam1","NR6A1",19.0545014154308,"Ncam1"
"1502","chr1_168501984_168502708_Pbx1","NR6A1",14.3630818753216,"Pbx1"
"1503","chr1_168334656_168335541_Pbx1","NR6A1",11.9392501455811,"Pbx1"
"1504","chr6_115127038_115127949_Pparg","NR6A1",11.8670439280469,"Pparg"
"1505","chr9_45042191_45043008_Kmt2a","NR6A1",13.9550374670999,"Kmt2a"
"1506","chr12_73103531_73104403_Six1","NR6A1",14.6447495109843,"Six1"
"1507","chr2_115997369_115998276_Meis2","NR6A1",11.034085283296,"Meis2"
"1508","chr2_168798869_168799800_Nfatc2","NR6A1",11.3046859242206,"Nfatc2"
"1509","chr12_85368578_85369508_Fos","NR6A1",19.823213249455,"Fos"
"1510","chr12_85598824_85599738_Fos","NR6A1",11.2881797863994,"Fos"
"1511","chr17_86525708_86526622_Epas1","NR6A1",11.7308440675594,"Epas1"
"1512","chr19_28776635_28777530_Glis3","NR6A1",10.6802030721729,"Glis3"
"1513","chr19_28621360_28622273_Glis3","NR6A1",11.339537696028,"Glis3"
"1514","chr4_32179519_32180418_Bach2","NR6A1",11.8273067987733,"Bach2"
"1515","chr4_95153597_95154500_Jun","NR6A1",14.4764509541056,"Jun"
"1516","chr7_19202070_19202666_Fosb","NR6A1",12.5024077604135,"Fosb"
"1517","chr7_19175537_19176388_Fosb","NR6A1",14.2014593924352,"Fosb"
"1518","chr10_43783036_43783953_Cd24a","NR6A1",10.7210787896776,"Cd24a"
"1519","chr17_87490136_87491034_Epcam","NR6A1",16.1895255834845,"Epcam"
"1520","chr17_87619736_87620641_Epcam","NR6A1",12.1476290651375,"Epcam"
"1521","chr1_39398909_39399752_Npas2","THRB",11.0676168014594,"Npas2"
"1522","chr1_85810513_85811366_Sp100","THRB",10.6933802554622,"Sp100"
"1523","chr10_42085072_42085998_Foxo3","THRB",11.9181811469739,"Foxo3"
"1524","chr10_42107235_42108102_Foxo3","THRB",11.678676895086,"Foxo3"
"1525","chr10_42238187_42239016_Foxo3","THRB",10.562265638321,"Foxo3"
"1526","chr14_16515605_16516544_Rarb","THRB",10.5906623813736,"Rarb"
"1527","chr19_55865415_55866340_Tcf7l2","THRB",12.2300730484423,"Tcf7l2"
"1528","chr2_103325053_103325954_Ehf","THRB",13.3358198813758,"Ehf"
"1529","chr2_103258930_103259848_Ehf","THRB",15.0744616659562,"Ehf"
"1530","chr3_135527501_135528395_Nfkb1","THRB",14.910101961207,"Nfkb1"
"1531","chr4_82915249_82916134_Nfib","THRB",11.3322847335229,"Nfib"
"1532","chr5_77369055_77369962_Rest","THRB",13.2961273540975,"Rest"
"1533","chr5_77192977_77193828_Rest","THRB",10.4786837927631,"Rest"
"1534","chr5_136382360_136383236_Cux1","THRB",13.3796853878578,"Cux1"
"1535","chr6_72778755_72779645_Tcf7l1","THRB",16.8123264962776,"Tcf7l1"
"1536","chr6_144620882_144621778_Sox5","THRB",12.1269167342742,"Sox5"
"1537","chr7_112826042_112826950_Tead1","THRB",11.375447269844,"Tead1"
"1538","chr7_112741490_112742409_Tead1","THRB",13.2372476024821,"Tead1"
"1539","chr9_63888889_63889700_Smad3","THRB",17.2025197219361,"Smad3"
"1540","chr9_63968292_63969164_Smad3","THRB",15.8627103856985,"Smad3"
"1541","chr9_63664701_63665626_Smad3","THRB",10.3697485984068,"Smad3"
"1542","chr1_190155707_190156574_Prox1","THRB",10.8075189437698,"Prox1"
"1543","chr12_73103531_73104403_Six4","THRB",11.4534494370096,"Six4"
"1544","chr5_122030875_122031606_Cux2","THRB",11.1725731877267,"Cux2"
"1545","chr5_121819831_121820663_Cux2","THRB",12.6181419824255,"Cux2"
"1546","chr9_32745854_32746768_Ets1","THRB",10.5320863618272,"Ets1"
"1547","chr9_32449806_32450701_Ets1","THRB",10.6807672998358,"Ets1"
"1548","chr12_73103531_73104403_Six1","THRB",11.4534494370096,"Six1"
"1549","chr15_50974569_50975454_Trps1","THRB",14.6032036006288,"Trps1"
"1550","chr18_5817539_5818092_Zeb1","THRB",10.5763130860346,"Zeb1"
"1551","chr2_33555240_33556117_Lmx1b","THRB",10.9969438644598,"Lmx1b"
"1552","chr2_168737607_168738516_Nfatc2","THRB",11.1234381917459,"Nfatc2"
"1553","chr2_168632989_168633717_Nfatc2","THRB",10.9445708743051,"Nfatc2"
"1554","chr7_116179517_116180410_Sox6","THRB",13.3074784330817,"Sox6"
"1555","chr12_85684283_85685151_Fos","THRB",12.0023830346966,"Fos"
"1556","chr12_85459395_85460288_Fos","THRB",13.298658046089,"Fos"
"1557","chr16_30008537_30009411_Hes1","THRB",11.6145905843911,"Hes1"
"1558","chr2_75772323_75773240_Nfe2l2","THRB",13.1310125476427,"Nfe2l2"
"1559","chr2_75776782_75777687_Nfe2l2","THRB",11.6983917782068,"Nfe2l2"
"1560","chr4_32246564_32247450_Bach2","THRB",13.5479329811493,"Bach2"
"1561","chr4_95138269_95139081_Jun","THRB",12.4501843697833,"Jun"
"1562","chr4_95082196_95083071_Jun","THRB",17.0907005698868,"Jun"
"1563","chr8_84921303_84922221_Junb","THRB",12.5167465674576,"Junb"
"1564","chr8_84945414_84946299_Junb","THRB",11.8871262952653,"Junb"
"1565","chr9_21021731_21022629_Icam1","THRB",11.8876958071817,"Icam1"
"1566","chr9_20992954_20993843_Icam1","THRB",14.4758145847295,"Icam1"
"1567","chr10_43783036_43783953_Cd24a","THRB",12.1196839856981,"Cd24a"
"1568","chr17_87797537_87798382_Epcam","THRB",11.3487698805635,"Epcam"
"1569","chr14_16575094_16575982_Rarb","THRB",10.6673160442064,"Rarb"
"1570","chr5_77265179_77265898_Rest","THRB",12.0315551379511,"Rest"
"1571","chr9_21015427_21016242_Icam1","THRB",12.3863123082573,"Icam1"
"1572","chr1_52055484_52056360_Stat1","ASCL1",11.8704394103815,"Stat1"
"1573","chr1_52056969_52057811_Stat1","ASCL1",11.8955980259143,"Stat1"
"1574","chr1_85740693_85741598_Sp100","ASCL1",11.9807796448026,"Sp100"
"1575","chr1_85720004_85720920_Sp100","ASCL1",12.1701487691734,"Sp100"
"1576","chr10_42251011_42251888_Foxo3","ASCL1",13.0346015146068,"Foxo3"
"1577","chr14_16515605_16516544_Rarb","ASCL1",11.7020330999993,"Rarb"
"1578","chr15_37418487_37419407_Grhl2","ASCL1",11.8734905577068,"Grhl2"
"1579","chr16_92653842_92654548_Runx1","ASCL1",12.0262969842481,"Runx1"
"1580","chr16_92823409_92824267_Runx1","ASCL1",11.4051937815765,"Runx1"
"1581","chr19_55758805_55759698_Tcf7l2","ASCL1",11.9834904269352,"Tcf7l2"
"1582","chr4_82915249_82916134_Nfib","ASCL1",11.6768744844665,"Nfib"
"1583","chr4_154714834_154715748_Prdm16","ASCL1",11.9834904269352,"Prdm16"
"1584","chr4_154496858_154497698_Prdm16","ASCL1",11.8734905577068,"Prdm16"
"1585","chr4_154700751_154701666_Prdm16","ASCL1",11.9834904269352,"Prdm16"
"1586","chr5_77154662_77155534_Rest","ASCL1",11.576651239284,"Rest"
"1587","chr5_77126155_77127056_Rest","ASCL1",12.6605530135112,"Rest"
"1588","chr5_77407383_77408303_Rest","ASCL1",11.3899928970457,"Rest"
"1589","chr5_77192977_77193828_Rest","ASCL1",11.8704394103815,"Rest"
"1590","chr5_136382360_136383236_Cux1","ASCL1",11.7020330999993,"Cux1"
"1591","chr5_136445722_136446635_Cux1","ASCL1",11.8955980259143,"Cux1"
"1592","chr6_72740374_72741224_Tcf7l1","ASCL1",11.7020330999993,"Tcf7l1"
"1593","chr7_112917880_112918806_Tead1","ASCL1",12.6605530135112,"Tead1"
"1594","chr9_63664701_63665626_Smad3","ASCL1",12.4669880875962,"Smad3"
"1595","chr9_63752341_63753212_Smad3","ASCL1",11.9807796448026,"Smad3"
"1596","chr12_27356958_27357828_Sox11","ASCL1",13.0346015146068,"Sox11"
"1597","chr19_41347059_41347958_Lcor","ASCL1",13.0346015146068,"Lcor"
"1598","chr5_122034820_122035736_Cux2","ASCL1",11.5987587074915,"Cux2"
"1599","chr9_72088958_72089884_Tcf12","ASCL1",12.8410365886918,"Tcf12"
"1600","chr1_168501984_168502708_Pbx1","ASCL1",12.4669880875962,"Pbx1"
"1601","chr1_168334656_168335541_Pbx1","ASCL1",13.628439409689,"Pbx1"
"1602","chr12_73755361_73756255_Hif1a","ASCL1",12.4642773054637,"Hif1a"
"1603","chr12_73764430_73765313_Hif1a","ASCL1",11.7083782581057,"Hif1a"
"1604","chr6_115321721_115322641_Pparg","ASCL1",12.6605530135112,"Pparg"
"1605","chr9_32449806_32450701_Ets1","ASCL1",11.8658511024848,"Ets1"
"1606","chr9_32615645_32616555_Ets1","ASCL1",13.628439409689,"Ets1"
"1607","chr9_44914472_44915382_Kmt2a","ASCL1",11.6768744844665,"Kmt2a"
"1608","chr18_5440315_5441168_Zeb1","ASCL1",11.8658511024848,"Zeb1"
"1609","chr18_35021905_35022746_Egr1","ASCL1",13.628439409689,"Egr1"
"1610","chr19_18871646_18872561_Rorb","ASCL1",11.9834904269352,"Rorb"
"1611","chr2_33582329_33583245_Lmx1b","ASCL1",13.628439409689,"Lmx1b"
"1612","chr2_116066930_116067722_Meis2","ASCL1",11.8955980259143,"Meis2"
"1613","chr2_115997369_115998276_Meis2","ASCL1",13.0346015146068,"Meis2"
"1614","chr2_168545435_168546324_Nfatc2","ASCL1",13.628439409689,"Nfatc2"
"1615","chr2_168584549_168585445_Nfatc2","ASCL1",11.5987587074915,"Nfatc2"
"1616","chr7_116179517_116180410_Sox6","ASCL1",11.8658511024848,"Sox6"
"1617","chr12_85684283_85685151_Fos","ASCL1",12.0670554836218,"Fos"
"1618","chr12_85630941_85631824_Fos","ASCL1",13.0346015146068,"Fos"
"1619","chr12_85459395_85460288_Fos","ASCL1",11.8731501925141,"Fos"
"1620","chr12_85368578_85369508_Fos","ASCL1",11.8955980259143,"Fos"
"1621","chr16_30008537_30009411_Hes1","ASCL1",11.7020330999993,"Hes1"
"1622","chr16_29903269_29904165_Hes1","ASCL1",13.628439409689,"Hes1"
"1623","chr16_87665124_87665986_Bach1","ASCL1",13.628439409689,"Bach1"
"1624","chr2_75763011_75763925_Nfe2l2","ASCL1",11.9834904269352,"Nfe2l2"
"1625","chr4_32179519_32180418_Bach2","ASCL1",12.1701487691734,"Bach2"
"1626","chr7_19202070_19202666_Fosb","ASCL1",11.576651239284,"Fosb"
"1627","chr7_19375247_19376140_Fosb","ASCL1",11.3823534418238,"Fosb"
"1628","chr8_84743731_84744632_Junb","ASCL1",11.8955980259143,"Junb"
"1629","chr17_87522263_87523151_Epcam","ASCL1",11.7083782581057,"Epcam"
"1630","chr17_87515261_87516126_Epcam","ASCL1",12.8410365886918,"Epcam"
"1631","chr9_63757738_63758644_Smad3","ASCL1",12.3575389280308,"Smad3"
"1632","chr2_33639125_33640052_Lmx1b","ASCL1",11.4051937815765,"Lmx1b"
"1633","chr16_30063709_30064509_Hes1","ASCL1",13.3316000912662,"Hes1"
"1634","chr10_42088784_42089626_Foxo3","HES1",14.3093818806137,"Foxo3"
"1635","chr3_135498684_135499573_Nfkb1","HES1",14.0500574852703,"Nfkb1"
"1636","chr4_154526034_154526936_Prdm16","HES1",12.978931331503,"Prdm16"
"1637","chr5_77407383_77408303_Rest","HES1",12.0986563312365,"Rest"
"1638","chr9_63968292_63969164_Smad3","HES1",13.3402361664589,"Smad3"
"1639","chr5_122280677_122281225_Cux2","HES1",13.2125809151888,"Cux2"
"1640","chr9_32615645_32616555_Ets1","HES1",14.0500574852703,"Ets1"
"1641","chr9_45059894_45060757_Kmt2a","HES1",11.8912614923295,"Kmt2a"
"1642","chr2_33874109_33874942_Lmx1b","HES1",13.2382557268464,"Lmx1b"
"1643","chr12_85623461_85624336_Fos","HES1",13.2347601820865,"Fos"
"1644","chr16_30180515_30181440_Hes1","HES1",12.1636340283192,"Hes1"
"1645","chr16_30066568_30067446_Hes1","HES1",12.3468957485016,"Hes1"
"1646","chr17_86712223_86712983_Epas1","HES1",12.978931331503,"Epas1"
"1647","chr19_28834539_28835371_Glis3","HES1",14.287202613716,"Glis3"
"1648","chr7_19316346_19317199_Fosb","HES1",14.4113623202262,"Fosb"
"1649","chr17_87609379_87610239_Epcam","HES1",11.9159032029408,"Epcam"
"1650","chr15_37232668_37233492_Grhl2","HES1",13.2160764599487,"Grhl2"
"1651","chr5_77265179_77265898_Rest","HES1",11.9159032029408,"Rest"
"1652","chr10_87493199_87494036_Ascl1","HES1",14.287202613716,"Ascl1"
"1653","chr16_30063709_30064509_Hes1","HES1",12.4488761881141,"Hes1"
"1654","chr1_39317682_39318597_Npas2","LMX1B",13.5548495549521,"Npas2"
"1655","chr1_52021762_52022669_Stat1","LMX1B",13.652151617254,"Stat1"
"1656","chr1_85824647_85825557_Sp100","LMX1B",12.8681554993618,"Sp100"
"1657","chr12_35294416_35295333_Ahr","LMX1B",13.4311900364875,"Ahr"
"1658","chr15_37312713_37313565_Grhl2","LMX1B",12.4257319617979,"Grhl2"
"1659","chr16_92616619_92617511_Runx1","LMX1B",14.7516599013202,"Runx1"
"1660","chr2_103466910_103467811_Ehf","LMX1B",12.6711634101589,"Ehf"
"1661","chr4_82765405_82766299_Nfib","LMX1B",13.0345107555157,"Nfib"
"1662","chr4_97714290_97715186_Nfia","LMX1B",12.6144942213789,"Nfia"
"1663","chr5_77192977_77193828_Rest","LMX1B",14.1662199408255,"Rest"
"1664","chr7_112823399_112824313_Tead1","LMX1B",17.6320004852667,"Tead1"
"1665","chr7_112717521_112718419_Tead1","LMX1B",12.2539777304657,"Tead1"
"1666","chr9_63888889_63889700_Smad3","LMX1B",16.471381076312,"Smad3"
"1667","chr1_190155707_190156574_Prox1","LMX1B",13.5880598211088,"Prox1"
"1668","chr1_190129311_190130211_Prox1","LMX1B",14.7516599013202,"Prox1"
"1669","chr12_73046310_73047228_Six4","LMX1B",14.4865464480614,"Six4"
"1670","chr12_73205993_73206845_Six4","LMX1B",13.4110559055912,"Six4"
"1671","chr16_42674717_42675629_Zbtb20","LMX1B",14.4865464480614,"Zbtb20"
"1672","chr19_41495286_41496179_Lcor","LMX1B",14.6127312835062,"Lcor"
"1673","chr5_122268894_122269786_Cux2","LMX1B",12.6711634101589,"Cux2"
"1674","chr9_72088958_72089884_Tcf12","LMX1B",14.5807706527395,"Tcf12"
"1675","chr1_168501984_168502708_Pbx1","LMX1B",13.4754347826531,"Pbx1"
"1676","chr8_77132689_77133575_Nr3c2","LMX1B",13.9737618440493,"Nr3c2"
"1677","chr9_44802647_44803566_Kmt2a","LMX1B",16.1538619520988,"Kmt2a"
"1678","chr9_44914472_44915382_Kmt2a","LMX1B",15.0543536680326,"Kmt2a"
"1679","chr9_44806970_44807892_Kmt2a","LMX1B",12.960923569237,"Kmt2a"
"1680","chr12_73046310_73047228_Six1","LMX1B",14.4865464480614,"Six1"
"1681","chr19_18871646_18872561_Rorb","LMX1B",16.0382562423863,"Rorb"
